author,korean_name,matched_user,similarity,affiliations
Sung-Hwan You,유성환,유성희,0.6666666666666666,"['CNCure Biotech, Hwasun, Korea', 'Institute for Molecular Imaging and Theranostics, Chonnam National University Medical School, Hwasun, Korea', 'Institute for Molecular Imaging and Theranostics, Chonnam National University Medical School, Gwangju, 61469, Republic of Korea']"
Sung-Ja Ahn,안성자,안성자,1.0,"['Department Radiation Oncology, Chonnam National University Medical School, Gwangju 61469, Korea', 'Department of Radiation Oncology, Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea', 'Department of Radiation Oncology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Radiation Oncology, Asan Medical Center, University of Ulsan College of Medicine, Seoul, Republic of Korea', 'Department of Radiation Oncology, Chonnam National University Hwasun Hospital, 322, Seoyang-ro, Hwasun-gun, Jeonnam 58128, Republic of Korea']"
Sung-Ju Kang,강성주,강성주,1.0,"['Department of Orthopaedic Surgery, Chonnam National University Medical School and Hospital, 322 Seoyang-ro, Hwasun, Chonnam 58128, Republic of Korea']"
Sung-Kyu Kim,김성규,김성규,1.0,"['Department of Orthopaedic Surgery, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Orthopaedic Surgery, Chonnam National University Medical School, Gwangju 61469, Korea']"
Sung-Min Kim,김성민,김성민,1.0,"['Department of Neurology, Seoul National University Hospital', 'Department of Neurology, Seoul National University Hospital, Seoul, Korea', 'Department of Orthopaedic Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, South Korea']"
Sung-Pil Joo,주성필,주성필,1.0,"['Department of Neurosurgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurosurgery, Chonnam National University Hospital and Medical School, Gwangju, Republic of Korea']"
Sung-Wan Kim,김성완,김성완,1.0,"['Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju 61419, Korea', 'Mindlink, Gwangju Bukgu Mental Health Center, Gwangju 61220, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Mindlink, Gwangju Bukgu Mental Health and Welfare Center, Gwangju, South Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Mindlink, Gwangju Bukgu Community Mental Health Center, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Mindlink, Gwangju Bukgu Community Mental Health Center, Gwangju, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Departments of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Gwangju Mental Health and Welfare Commission, Gwangju, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, 160 Baekseo-ro, Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Gwangju Bukgu Community Mental Health and Welfare Center, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, 160 Baekseoro, 12 Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Mindlink, Gwangju Bukgu Mental Health Center, Gwangju, Korea']"
Sungkyu Choi,최성규,최성규,1.0,"['Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Hospital and Medical School, Gwangju 61706, Republic of Korea']"
Sungmin Kim,김성민,김성민,1.0,"['Department of Internal Medicine, Chungnam National University School of Medicine, Daejeon, Korea', 'Devision of Infectious Diseases, Chungnam National University Sejong Hospital, Sejong, Korea', 'Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, Dong-gu, Gwangju, Republic of Korea', 'Department of Orthopedic Surgery, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, South Korea', 'Department of Orthopedic Surgery, Chonnam National University Hospital, Chonnam National University College of Medicine, Gwangju, South Korea', 'Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, Korea', 'Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Orthopaedic Surgery, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Sungsu Lee,이성수,이성수,1.0,"['Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju', 'Hospital-based Business Innovation Center, Chonnam National University Hospital, Gwangju', 'NO AFFILIATION LIST', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, Korea']"
Sunho Park,박선호,박선영,0.6666666666666666,"['Department of Convergence Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Department of Rural and Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Interdisciplinary Program in IT-Bio Convergence System, Chonnam National University, Gwangju, Republic of Korea']"
Sunwoo Lee,이선우,이선영,0.6666666666666666,"['Department of Chemistry, Chonnam National University, Gwangju, Korea']"
Sunyong Yoo,유선용,유선용,1.0,"['Department of ICT Convergence System Engineering, Chonnam National University, 61186 Gwangju, Republic of Korea']"
TAEK-KEUN NAM,남택근,남택근,1.0,"['Radiation Oncology, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Tae Hoon Oh,오태훈,오태훈,1.0,"['Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, South Korea']"
Tae Kyu Lee,이태규,이승태,0.6666666666666666,"['Department of Neurosurgery, Chonnam National University Hwasun Hospital & School of Medicine, 322 Seoyang-ro, Hwasun 58128, Republic of Korea']"
Tae Ryom Oh,오태렴,오태렴,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Korea', 'NO AFFILIATION LIST', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Hospital, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju 64169, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 64169, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Korea']"
Tae Young Kim,김태영,김태영,1.0,"['Department of Obstetrics and Gynecology, Chonnam National University Medical School, 61186 Gwangju, Republic of Korea', 'Department of Obstetrics and Gynecology, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Tae-Hoon Oh,오태훈,오태훈,1.0,"['Division of Infectious Diseases, Department of Internal Medicine, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Infectious Diseases, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Tae-Jong Kim,김태종,김태종,1.0,"['Department of Rheumatology, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'BioMedical Sciences Graduate Program (BMSGP), Chonnam National University, Hwasun, 58128, Republic of Korea', 'Department of Rheumatology, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Rheumatology, Chonnam National University Medical School and Hospital, Gwangju 61469, Korea']"
Tae-Kyu Lee,이태규,이승태,0.6666666666666666,"['Departments of Neurosurgery, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea', 'Brain Tumor Research Laboratory, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Department of Neurosurgery, Chonnam National University Medical School, and Hwasun Hospital, Hwasun, South Korea', 'Department of Neurosurgery, Chonnam National University Medical School & Research Institute of Medical Sciences, Gwangju, Korea']"
Tae-Mi Yoon,윤태미,윤태미,1.0,"['Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, South Korea']"
Tae-Ok Kim,김태옥,김태옥,1.0,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Tae-Sun Kim,김태선,김태선,1.0,"['Department of Neurosurgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurosurgery, Chonnam National University Hospital and Medical School, Gwangju, Republic of Korea', 'Department of Neurosurgery, Chonnam National University Medical School & Hospital, Gwangju, South Korea']"
Tae-Young Jung,정태영,정태영,1.0,"['Department of Neurosurgery, Chonnam National University Hwasun Hospital, Hwasun', 'Departments of Neurosurgery, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea', 'Department of Neurosurgery, Chonnam National University Hwasun Hospital, Chonnam National University College of Medicine, Hwasun, Republic of Korea', 'Department of Neurosurgery, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Chonnam, Republic of Korea', 'Department of Neurosurgery, Chonnam National University Hwasun Hospital, 160, Ilsim-ri, Hwasun-eup, Hwasun-gun, Chonnam 519-809, Republic of Korea', 'Department of Neurosurgery, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Chonnam, Republic of Korea', 'Brain Tumor Research Laboratory, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Biomedical Sciences Graduate Program (BMSGP), Chonnam National University Medical School, Hwasun, South Korea', 'Department of Neurosurgery, Chonnam National University Medical School, and Hwasun Hospital, Hwasun, South Korea']"
Taebum Lee,이태범,이태범,1.0,"['Department of Pathology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea']"
Taek Won Kang,강택원,강택원,1.0,"['Department of Urology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Urology, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Korea']"
Taek-Keun Nam,남택근,남택근,1.0,"['Department Radiation Oncology, Chonnam National University Medical School, Gwangju 61469, Korea', 'Department of Radiation Oncology, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'Department of Radiation Oncology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Radiation Oncology, Chonnam National University Hwasun Hospital, Chonnam National University College of Medicine, Hwasun', 'Department of Radiation Oncology, Chonnam National University Hwasun Hospital, Chonnam National University College of Medicine, Hwasun 58128, Korea']"
Taekyoung Kim,김태경,김태경,1.0,"['Hospital-based Business Innovation Center, Chonnam National University Hospital, Gwangju']"
Tag Heo,허탁,허탁,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, 61469 Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, 61469 Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Korea']"
Tai-Seung Nam,남태승,남태승,1.0,"['Department of Neurology, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju', 'Department of Neurology, Chonnam National University Medical School and Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, South Korea']"
U Chul Ju,주우철,주우철,1.0,"['Department of Obstetrics and Gynecology, Chonnam National University Medical School, 61469 Gwangju, Republic of Korea']"
Uh Jin Kim,김어진,김어진,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Hwasun, Korea', 'Department of Infectious Diseases, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Uk Jeong,정욱,정선,0.5,"['Department of Oral Pathology, School of Dentistry, Chonnam National University']"
WAN-SIK LEE,이완식,이완식,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Wan Young Heo,허완영,허완영,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Wan-Sik Lee,이완식,이완식,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 8 Hak-Dong, Dong-ku, Gwangju 501-757, Republic of Korea', 'Department of Internal Medicine, Pusan National University Hospital, Busan, Korea']"
Won Gi Jeong,정원기,정원기,1.0,"['Department of Radiology, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Radiology, Chonnam National University Medical School, Gwangju, South Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, 322 Seoyang-ro, Hwasun-eup, Hwasun-gun, Jeollanam-do 58128, Republic of Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Hwasun', 'Departments of Radiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea']"
Won Jae Kim,김원재,김원재,1.0,"['Department of Oral Physiology, Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Department of Oral Physiology, Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, Korea']"
Won Joo Hwang,황원주,황윤주,0.6666666666666666,"['Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Won-Hyeong Jeong,정원형,정원희,0.6666666666666666,"['Department of Physical & Rehabilitation Medicine, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61479, Korea']"
Won-Ju Park,박원주,박원주,1.0,"['Department of Occupational and Environmental Medicine, Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Occupational and Environmental Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Occupational and Environmental Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea']"
Won-Mann Oh,오원만,오원만,1.0,"['Department of Conservative Dentistry, School of Dentistry, Dental Science Research Institute, Chonnam National University, Gwangju 500-757, Korea']"
Wonsuk Choi,최원석,최원석,1.0,"['Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, South Korea', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, South Korea', 'Division of Endocrinology and Metabolism, Department of Internal Medicine, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasuneup 58128, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Republic of Korea']"
Woo Dae Kang,강우대,강우대,1.0,"['Department of Obstetrics and Gynecology, Chonnam National University Medical School, 61469 Gwangju, Republic of Korea']"
Woo Jin Park,박우진,박수진,0.6666666666666666,"['Basic Research Laboratory for Vascular Remodeling, Chonnam National University Medical School, Jeollanam-do, Republic of Korea', 'College of Life Sciences, Gwangju Institute of Science and Technology (GIST), Gwangju, Republic of Korea', 'Department of Pediatrics, Chonnam National University Medical School, Gwangju, Korea']"
Woo Kyoung Kwak,곽우경,곽준우,0.6666666666666666,"['Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Woo Kyun Bae,배우균,배우균,1.0,"['Department of Hemato-Oncology, Chonnam National University Medical School, Hwasun, Korea', 'Combinatorial Tumor Immunotherapy MRC Center, Chonnam National University Medical School, Hwasun, Republic of Korea', 'Department of Hemato-Oncology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Hematology-Oncology, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea', 'Immunotherapy Innovation Center, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Woo-Kyoung Kwak,곽우경,곽준우,0.6666666666666666,"['Department of Orthopaedic Surgery, Chonnam National University Medical School and Hospital, 322 Seoyang-ro, Hwasun, Chonnam 58128, Republic of Korea', 'Department of Orthopaedic Surgery, Chonnam National University Medical School and Hospital, Hwasun, Republic of Korea']"
Woo-Youl Jang,장우열,장우열,1.0,"['Department of Neurosurgery, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Chonnam, Republic of Korea']"
Woochan Kim,김우찬,김지우,0.6666666666666666,"['Department of Convergence Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Department of Rural and Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Interdisciplinary Program in IT-Bio Convergence System, Chonnam National University, Gwangju, Republic of Korea']"
Woohyung Jang,장우형,장우형,1.0,"['Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju, 61186, Republic of Korea']"
Wook Hyun Jung,정욱현,정현희,0.6666666666666666,"['Department of Anatomy, Chonnam National University Medical School, Hwasun, South Korea']"
Woong Mo Kim,김웅모,김웅모,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea', 'Center for Creative Biomedical Scientists, Chonnam National University Medical School, Gwangju 61469, Korea']"
Woong-Mo Kim,김웅모,김웅모,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Xiongyi Han,한숑이,한송이,0.6666666666666666,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of South Korea']"
Xuehao Han,한설호,한연호,0.6666666666666666,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea', 'Center for Creative Biomedical Scientists, Chonnam National University Medical School, Gwangju 61469, Korea']"
Y. D. Choi,최와이디,최수진나,0.25,"['Department of Pathology, Chonnam National University Medical School, Gwangju, Korea']"
YOON-JIN SEO,서윤진,서윤아,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
YOUNG-EUN JOO,주영은,주영은,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Yang Seok Ko,고양석,고양석,1.0,"['Department of Surgery, Hwasun Chonnam National University Hospital and College of Medicine, Hwasun 58128, South Korea']"
Yang Seok Koh,고양석,고양석,1.0,"['Department of Surgery, Chonnam National University Medical School, Gwangju, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital and Chonnam National University Medical School, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of General Surgery, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea']"
Yang Un Shin,신양운,신성운,0.6666666666666666,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju, Korea']"
Yang-Kyung Kim,김양경,김영경,0.6666666666666666,"['Department of Physical and Rehabilitation Medicine, Chonnam National University Medical School & Hospital, Gwangju, Republic of Korea']"
Ye Seul Kim,김예슬,김보슬,0.6666666666666666,"['Department of Periodontology, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea']"
Ye-rim Jung,정예림,정예린,0.6666666666666666,"['Innovation Center for Molecular Probe Development, Department of Nuclear Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, Korea', 'Institute for Molecular Imaging and Theranostics, Chonnam National University Medical School, Hwasun, Korea']"
Yeo Ok Kim,김여옥,김순옥,0.6666666666666666,"['Department of Anesthesiology and Pain Medicine, Medical School, Chonnam National University, Gwangju, Republic of Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Yeo-Jin Kang,강여진,강여진,1.0,"['Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju 61706, Korea']"
Yeo-Ok Kim,김여옥,김순옥,0.6666666666666666,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Yeong Jin Kim,김영진,김영진,1.0,"['Department of Neurosurgery, Chonnam National University Hwasun Hospital and Medical School, 322 Seoyang-ro, Hwasun-eup, Jeollanam-do 58128 Hwasun-gun, South Korea', 'Department of Neurosurgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Jeollanam-do, South Korea', 'Departments of Neurosurgery, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea']"
Yeong-Gwan Im,임영관,임영관,1.0,"['Department of Oral Medicine, School of Dentistry, Chonnam National University, Gwangju, 61186, Republic of Korea', 'Department of Oral Medicine, Dental Science Research Institute, School of Dentistry, Chonnam National University', 'Department of Oral Medicine, Chonnam National University Dental Hospital, Gwangju, Korea']"
Yeong-Hwan Lim,임영환,임영관,0.6666666666666666,"['Basic Research Laboratory for Vascular Remodeling, Chonnam National University Medical School, Jeollanam-do, Republic of Korea', 'Department of Biochemistry, Chonnam National University Medical School, Jeollanam-do, Republic of Korea']"
Yeong-Seub Ahn,안영섭,안미영,0.6666666666666666,"['Department of Orthopaedic Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, South Korea']"
Yeongjin Hong,홍영진,홍영진,1.0,"['Department of Microbiology, Chonnam National University Medical School, Gwangju, 61469, Republic of Korea']"
Yeonji Seong,성연지,성연지,1.0,"['Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, South Korea']"
Yochun Jung,정요춘,정춘옥,0.6666666666666666,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, South Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, Korea', 'Department of Thoracic Cardiovascular Surgery, Chonnam National University Hospital, Gwangju, Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, 42, Jebong-ro, Dong-gu, Gwangju 15772, South Korea']"
Yohan Yu,유요한,유하연,0.3333333333333333,"['Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, South Korea']"
Yong Deok Lim,임용덕,임용덕,1.0,"['Chonnam National University Hospital, Gwangju, South Korea']"
Yong H. Kim,김용H,김용수,0.6666666666666666,"['Department of Radiation Oncology, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Yong Hun Jung,정용훈,정용훈,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, 42 Jebong-ro, Donggu, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Emergency, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, 160 Baekseo-ro, Dong-gu, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Yong Hyub Kim,김용협,김용협,1.0,"['Department Radiation Oncology, Chonnam National University Medical School, Gwangju 61469, Korea']"
